0.360 -30.5579
0.450 -30.5255
0.580 -30.5540
0.750 -30.4859
1.000 -30.4498
1.280 -30.4970
1.650 -30.6182
2.120 -30.8003
2.469 -30.9839
2.510 -30.9881
2.550 -30.9979
2.591 -30.9653
2.631 -30.9774
2.671 -30.9575
2.712 -30.9693
2.752 -31.0370
2.792 -31.0228
2.832 -31.0405
2.872 -31.0466
2.912 -31.0676
2.952 -31.0921
2.992 -31.0673
3.031 -31.0789
3.071 -31.0670
3.110 -31.0754
3.150 -31.1047
3.189 -31.1868
3.228 -31.0858
3.267 -31.0057
3.306 -30.9791
3.345 -31.1187
3.384 -31.1238
3.423 -31.1288
3.462 -31.1677
3.500 -31.1096
3.539 -31.1677
3.578 -31.2332
3.616 -31.2166
3.654 -31.2962
3.693 -31.3393
3.731 -31.2774
3.769 -31.2078
3.807 -31.2026
3.845 -31.2867
3.882 -31.3103
3.920 -31.2656
3.958 -31.2132
3.995 -31.1534
4.033 -31.1164
4.070 -31.2543
4.108 -31.3270
4.145 -31.2934
4.182 -31.3194
4.219 -31.3232
4.256 -31.2978
4.293 -31.2945
4.330 -31.3421
4.366 -31.3496
4.403 -31.3343
4.440 -31.3569
4.476 -31.4958
4.512 -31.5618
4.549 -31.4624
4.585 -31.3866
4.621 -31.4278
4.657 -31.4726
4.693 -31.4434
4.729 -31.6010
4.765 -31.2937
4.801 -31.2877
4.836 -31.4564
5.000 -31.4577
5.160 -31.4460
5.330 -31.4323
5.490 -31.4048
5.660 -31.3748
5.840 -31.3347
5.934 -31.0943
6.028 -30.9613
6.122 -30.7469
6.216 -30.5522
6.310 -30.5746
6.404 -30.7562
6.497 -30.8847
6.591 -30.9243
6.685 -30.9171
6.778 -30.8933
6.872 -30.8482
6.965 -30.7812
7.058 -30.7671
7.152 -30.7868
7.245 -30.7337
7.338 -30.6258
7.431 -30.5166
7.523 -30.3986
7.616 -30.3418
7.709 -30.3565
7.802 -30.3721
7.894 -30.4221
7.987 -30.5138
8.079 -30.5991
8.171 -30.6510
8.264 -30.6600
8.356 -30.6466
8.448 -30.6304
8.540 -30.5941
8.632 -30.6237
8.724 -30.7312
8.815 -30.8515
8.907 -30.9492
8.999 -31.0200
9.090 -30.9731
9.182 -31.0085
9.273 -30.9933
9.364 -31.0131
9.455 -31.0224
9.547 -31.0116
9.638 -30.9904
9.729 -31.0423
9.819 -31.0734
9.910 -31.0644
10.001 -31.0432
10.092 -31.0242
10.182 -31.0459
10.273 -31.0700
10.363 -31.0276
10.453 -31.0033
10.544 -30.9454
10.634 -30.9404
10.724 -30.9452
10.814 -30.9514
10.904 -30.9139
10.994 -30.8279
11.084 -30.7304
11.173 -30.5544
11.263 -30.3819
11.352 -30.4258
11.442 -30.5164
11.531 -30.5905
11.580 -30.5919
11.690 -30.6923
11.790 -30.7236
11.890 -30.7245
12.000 -30.7219
12.100 -30.7232
12.210 -30.7287
12.310 -30.7182
12.410 -30.6991
12.510 -30.6612
12.620 -30.6245
12.720 -30.5905
12.820 -30.5993
12.920 -30.6401
13.020 -30.7182
13.120 -30.7953
13.230 -30.8172
13.330 -30.8218
13.430 -30.8086
13.530 -30.8045
13.630 -30.8100
13.730 -30.8395
13.830 -30.8665
13.930 -30.8899
14.020 -30.8914
14.120 -30.8877
14.220 -30.8905
14.320 -30.8962
14.420 -30.8991
14.610 -30.9241
14.710 -30.9236
14.810 -30.9251
14.910 -30.9302
15.600 -30.8701
19.000 -30.7893
20.000 -30.7570
22.000 -30.6868
25.800 -30.5521
30.000 -30.4214
33.100 -30.3419
42.500 -30.1873
54.600 -30.1050
70.100 -30.0728
90.000 -30.0689
116.000 -30.1389
148.000 -30.3019
191.000 -30.5557
245.000 -30.8778
314.000 -31.2594
403.000 -31.6906
518.000 -32.1595
665.000 -32.6503
854.000 -33.1413
1100.000 -33.6364
1417.074 -34.0948
1825.546 -34.4794
2351.758 -34.7578
3029.651 -34.9369
3902.947 -35.0538
5027.970 -35.1402
6477.280 -35.2125
8344.354 -35.2775
10749.609 -35.3375
13848.180 -35.3937
17839.912 -35.4464
22982.258 -35.4958
29606.883 -35.5422
38141.051 -35.5857
49135.195 -35.6266
63298.391 -35.6650
81544.125 -35.7013
105049.188 -35.7357
135329.562 -35.7683
174338.250 -35.7994
224591.156 -35.8291
