0.360 -31.1249
0.450 -31.0929
0.580 -31.1205
0.750 -31.0520
1.000 -31.0159
1.280 -31.0631
1.650 -31.1843
2.120 -31.3664
2.469 -31.5500
2.510 -31.5543
2.550 -31.5641
2.591 -31.5315
2.631 -31.5436
2.671 -31.5236
2.712 -31.5354
2.752 -31.6031
2.792 -31.5889
2.832 -31.6067
2.872 -31.6128
2.912 -31.6337
2.952 -31.6582
2.992 -31.6335
3.031 -31.6451
3.071 -31.6331
3.110 -31.6415
3.150 -31.6709
3.189 -31.7530
3.228 -31.6519
3.267 -31.5718
3.306 -31.5453
3.345 -31.6849
3.384 -31.6899
3.423 -31.6949
3.462 -31.7338
3.500 -31.6758
3.539 -31.7338
3.578 -31.7993
3.616 -31.7827
3.654 -31.8623
3.693 -31.9055
3.731 -31.8436
3.769 -31.7740
3.807 -31.7687
3.845 -31.8528
3.882 -31.8765
3.920 -31.8318
3.958 -31.7793
3.995 -31.7195
4.033 -31.6825
4.070 -31.8205
4.108 -31.8932
4.145 -31.8596
4.182 -31.8855
4.219 -31.8894
4.256 -31.8639
4.293 -31.8607
4.330 -31.9083
4.366 -31.9157
4.403 -31.9004
4.440 -31.9230
4.476 -32.0619
4.512 -32.1280
4.549 -32.0285
4.585 -31.9528
4.621 -31.9939
4.657 -32.0387
4.693 -32.0095
4.729 -32.1671
4.765 -31.8599
4.801 -31.8539
4.836 -32.0226
5.000 -32.0238
5.160 -32.0122
5.330 -31.9985
5.490 -31.9710
5.660 -31.9409
5.840 -31.9009
5.934 -31.6604
6.028 -31.5275
6.122 -31.3131
6.216 -31.1184
6.310 -31.1408
6.404 -31.3224
6.497 -31.4509
6.591 -31.4906
6.685 -31.4834
6.778 -31.4596
6.872 -31.4145
6.965 -31.3476
7.058 -31.3334
7.152 -31.3532
7.245 -31.3001
7.338 -31.1922
7.431 -31.0830
7.523 -30.9650
7.616 -30.9082
7.709 -30.9229
7.802 -30.9385
7.894 -30.9886
7.987 -31.0805
8.079 -31.1659
8.171 -31.2180
8.264 -31.2271
8.356 -31.2138
8.448 -31.1978
8.540 -31.1615
8.632 -31.1913
8.724 -31.2994
8.815 -31.4206
8.907 -31.5195
8.999 -31.5915
9.090 -31.5446
9.182 -31.5811
9.273 -31.5662
9.364 -31.5870
9.455 -31.5972
9.547 -31.5870
9.638 -31.5661
9.729 -31.6201
9.819 -31.6532
9.910 -31.6451
10.001 -31.6537
10.092 -31.6351
10.182 -31.6587
10.273 -31.6852
10.363 -31.6422
10.453 -31.6181
10.544 -31.5589
10.634 -31.5549
10.724 -31.5614
10.814 -31.5692
10.904 -31.5312
10.994 -31.4422
11.084 -31.3417
11.173 -31.1611
11.263 -30.9854
11.352 -31.0306
11.442 -31.1240
11.531 -31.2011
11.580 -31.2030
11.690 -31.3089
11.790 -31.3431
11.890 -31.3455
12.000 -31.3442
12.100 -31.3472
12.210 -31.3548
12.310 -31.3458
12.410 -31.3275
12.510 -31.2888
12.620 -31.2514
12.720 -31.2167
12.820 -31.2280
12.920 -31.2741
13.020 -31.3626
13.120 -31.4529
13.230 -31.4816
13.330 -31.4903
13.430 -31.4779
13.530 -31.4761
13.630 -31.4858
13.730 -31.5250
13.830 -31.5623
13.930 -31.5961
14.020 -31.6018
14.120 -31.6011
14.220 -31.6091
14.320 -31.6209
14.420 -31.6293
14.610 -31.6729
14.710 -31.6773
14.810 -31.6844
14.910 -31.6971
15.600 -31.6118
19.000 -31.7364
20.000 -31.7668
22.000 -31.8091
25.800 -31.8004
30.000 -31.6923
33.100 -31.5987
42.500 -31.4006
54.600 -31.3082
70.100 -31.2266
90.000 -31.0137
116.000 -30.8612
148.000 -30.8603
191.000 -31.0004
245.000 -31.2543
314.000 -31.5973
403.000 -32.0101
518.000 -32.4751
665.000 -32.9717
854.000 -33.4862
1100.000 -34.0134
1417.074 -34.5309
1825.546 -35.0222
2351.758 -35.4537
3029.651 -35.7824
3902.947 -35.9957
5027.970 -36.1271
6477.280 -36.2168
8344.354 -36.2879
10749.609 -36.3501
13848.180 -36.4070
17839.912 -36.4599
22982.258 -36.5094
29606.883 -36.5558
38141.051 -36.5993
49135.195 -36.6402
63298.391 -36.6786
81544.125 -36.7149
105049.188 -36.7493
135329.562 -36.7819
174338.250 -36.8130
224591.156 -36.8427
