0.360 -31.1591
0.450 -31.1273
0.580 -31.1547
0.750 -31.0862
1.000 -31.0501
1.280 -31.0973
1.650 -31.2185
2.120 -31.4006
2.469 -31.5842
2.510 -31.5884
2.550 -31.5983
2.591 -31.5657
2.631 -31.5778
2.671 -31.5578
2.712 -31.5696
2.752 -31.6373
2.792 -31.6231
2.832 -31.6409
2.872 -31.6470
2.912 -31.6679
2.952 -31.6924
2.992 -31.6677
3.031 -31.6792
3.071 -31.6673
3.110 -31.6757
3.150 -31.7051
3.189 -31.7871
3.228 -31.6861
3.267 -31.6060
3.306 -31.5795
3.345 -31.7191
3.384 -31.7241
3.423 -31.7291
3.462 -31.7680
3.500 -31.7100
3.539 -31.7680
3.578 -31.8335
3.616 -31.8169
3.654 -31.8965
3.693 -31.9396
3.731 -31.8778
3.769 -31.8082
3.807 -31.8029
3.845 -31.8870
3.882 -31.9107
3.920 -31.8660
3.958 -31.8135
3.995 -31.7537
4.033 -31.7167
4.070 -31.8547
4.108 -31.9273
4.145 -31.8938
4.182 -31.9197
4.219 -31.9235
4.256 -31.8981
4.293 -31.8949
4.330 -31.9424
4.366 -31.9499
4.403 -31.9346
4.440 -31.9572
4.476 -32.0961
4.512 -32.1621
4.549 -32.0627
4.585 -31.9869
4.621 -32.0281
4.657 -32.0729
4.693 -32.0437
4.729 -32.2013
4.765 -31.8941
4.801 -31.8881
4.836 -32.0567
5.000 -32.0580
5.160 -32.0464
5.330 -32.0327
5.490 -32.0052
5.660 -31.9751
5.840 -31.9351
5.934 -31.6946
6.028 -31.5617
6.122 -31.3473
6.216 -31.1525
6.310 -31.1750
6.404 -31.3566
6.497 -31.4851
6.591 -31.5248
6.685 -31.5176
6.778 -31.4938
6.872 -31.4487
6.965 -31.3818
7.058 -31.3676
7.152 -31.3874
7.245 -31.3343
7.338 -31.2264
7.431 -31.1171
7.523 -30.9991
7.616 -30.9423
7.709 -30.9571
7.802 -30.9727
7.894 -31.0228
7.987 -31.1147
8.079 -31.2001
8.171 -31.2522
8.264 -31.2613
8.356 -31.2480
8.448 -31.2319
8.540 -31.1957
8.632 -31.2255
8.724 -31.3336
8.815 -31.4548
8.907 -31.5536
8.999 -31.6257
9.090 -31.5788
9.182 -31.6153
9.273 -31.6003
9.364 -31.6212
9.455 -31.6314
9.547 -31.6212
9.638 -31.6003
9.729 -31.6543
9.819 -31.6874
9.910 -31.6793
10.001 -31.6879
10.092 -31.6693
10.182 -31.6929
10.273 -31.7194
10.363 -31.6764
10.453 -31.6523
10.544 -31.5932
10.634 -31.5891
10.724 -31.5956
10.814 -31.6034
10.904 -31.5654
10.994 -31.4764
11.084 -31.3760
11.173 -31.1953
11.263 -31.0196
11.352 -31.0648
11.442 -31.1582
11.531 -31.2353
11.580 -31.2372
11.690 -31.3431
11.790 -31.3773
11.890 -31.3797
12.000 -31.3785
12.100 -31.3814
12.210 -31.3890
12.310 -31.3800
12.410 -31.3617
12.510 -31.3230
12.620 -31.2856
12.720 -31.2510
12.820 -31.2622
12.920 -31.3083
13.020 -31.3968
13.120 -31.4871
13.230 -31.5158
13.330 -31.5245
13.430 -31.5121
13.530 -31.5103
13.630 -31.5200
13.730 -31.5593
13.830 -31.5965
13.930 -31.6304
14.020 -31.6360
14.120 -31.6354
14.220 -31.6434
14.320 -31.6552
14.420 -31.6636
14.610 -31.7073
14.710 -31.7116
14.810 -31.7188
14.910 -31.7314
15.600 -31.6461
19.000 -31.7712
20.000 -31.8019
22.000 -31.8448
25.800 -31.8373
30.000 -31.7299
33.100 -31.6365
42.500 -31.4392
54.600 -31.3527
70.100 -31.2858
90.000 -31.0740
116.000 -30.9084
148.000 -30.8965
191.000 -31.0288
245.000 -31.2780
314.000 -31.6181
403.000 -32.0293
518.000 -32.4936
665.000 -32.9902
854.000 -33.5053
1100.000 -34.0333
1417.074 -34.5522
1825.546 -35.0464
2351.758 -35.4838
3029.651 -35.8208
3902.947 -36.0413
5027.970 -36.1766
6477.280 -36.2680
8344.354 -36.3397
10749.609 -36.4021
13848.180 -36.4590
17839.912 -36.5120
22982.258 -36.5615
29606.883 -36.6079
38141.051 -36.6514
49135.195 -36.6923
63298.391 -36.7307
81544.125 -36.7670
105049.188 -36.8014
135329.562 -36.8340
174338.250 -36.8651
224591.156 -36.8948
